line_1,line_2,line_3,source
feuilles mortes d'octobre ---,une sorcière me dépasse,sans chapeau ,tempslibre
Jour de Colomb ---,le gars d'UPS frappe,à la mauvaise porte ,tempslibre
train du matin ---,chacun est,à la même page ,tempslibre
chaleur d'août ---,la camionnette du glacier,en panne d'essence ,tempslibre
ciel bleu ---,la poussière d'août,sur le radiateur ,tempslibre
brume du matin ---,je diffère,le nettoyage des fenêtres ,tempslibre
brouillard du matin ---,un artiste de rue,dessine au charbon de bois ,tempslibre
ciel bleu --,l'odeur,de lotion solaire ,tempslibre
jour d'Hiroshima ---,la raison pour laquelle,nous devons continuer d'en parler ,tempslibre
un pouple répand,son encre ---,nuages au couchant ,tempslibre
brouillard dense ---,une plage de nudistes,se vide ,tempslibre
ciel bleu du dimanche ---,un enfant sort,de confesse ,tempslibre
nuit sans étoiles ---,un pêcheur parle,à lui-même ,tempslibre
brouillard du matin --,un mendiant porte,une veste orange ,tempslibre
ciel bleu ---,je commande mes oeufs,le jaune au dessus ,tempslibre
éclipse de soleil ---,des moines oranges,prient ,tempslibre
nuit chaude de juillet ---,ma voisine ouvre,ses rideaux ,tempslibre
brouillard du matin ,les artistes de graffiti sont,occupés au travail ,tempslibre
nuit d'été sans lune ---,dans la clarté des lucioles,nous nous embrassons ,tempslibre
une averse sur la plage ---,ils sortent de l'océan,vers la douche ,tempslibre
fin de nuit sur la plage ---,la seule lumière allumée,est celle du phare ,tempslibre
gaz à effet de serre de Central Park --,un cheval de calèche chie,comme je passe ,tempslibre
froid jour de juillet ---,le marchand de glaces,fait une pause café ,tempslibre
metro encombré de fin juin ---,mais aucune n'a,un bronzage ,tempslibre
pluie du samedi soir ---,un couple lorgne les homards,dans l'aquarium ,tempslibre
coucher de soleil de juin ---,quand nous nous éveillons,combien de morts en Iran ? ,tempslibre
heure de midi ---,une longue file de femmes,au camion du marchand de glaces ,tempslibre
Upper east Side ---,leur graffiti,est plus cool ,tempslibre
matin de juin ---,une ligne de fourmis,à l'entrée du metro ,tempslibre
la récession ---,plus de bars à strip-tease,ouverts ,tempslibre
une averse de juin fait une pause ---,je sors acheter,plus d'eau ,tempslibre
brouillard du matin ---,trop de lait mousseux,dans mon espresso ,tempslibre
brouillard du matin ---,un camion poubelle,ne fait pas de bruit ,tempslibre
New-York ---,"face à face une église, une mosquée",les deux ont leurs portes ouvertes ,tempslibre
brouillard du matin ---,elle porte des lunettes de soleil,dans le metro ,tempslibre
brise fraîche sur l'Hudson River,tant d'hommes,topless ,tempslibre
tard dans la nuit ---,elle me montre son jardin,je tâte ses tomates ,tempslibre
ciel bleu ---,comme si les feux d'artifices de la nuit dernière,n'avaient jamais été ,tempslibre
niveau d'ozone trop haut --,une femme ne porte rien,sous sa jupe ,tempslibre
eaux vertes de l'East River ---,un ami me donne une gorgée,de son absinthe ,tempslibre
brouillard dense ---,un aveugle traverse,seul la rue ,tempslibre
averse de vendredi après-midi ---,un camion de bière s'arrête,pour décharger ,tempslibre
dimanche pluvieux d'avril ---,à l'arrêt du bus,une boite de bière vide ,tempslibre
brume du matin ---,elle retire ses lunettes,pour mieux me voir ,tempslibre
jour de pluie froide --,les pétales des cerisers en fleur,tapissent le trottoir ,tempslibre
pas encore de soleil ---,je mange,une orange ,tempslibre
le bruit de femmes,chuchotant -,nuit sans lune ,tempslibre
brouillard du matin ---,d'autres discussions à propos d'autres,photos de torture de détenus ,tempslibre
brouillard dense d'après-midi ---,la fille du bar me donne,un autre pour la route ,tempslibre
premières chaleurs d'avril --,le chat,a une nouvelle amie ,tempslibre
brume du dimanche matin ---,elle veut,son café épicé ,tempslibre
printemps dans le parc ---,deux sans-abris joue au poker,pour des canettes vides ,tempslibre
conférence d'Obama aux nouvelles ---,je coupe,Mozart ,tempslibre
ciel bleu du dimanche matin ---,j'ai besoin de plus,d'Alka-Seltzer ,tempslibre
jour de pluie ---,je parie avec la barmaid,que je devine son âge ,tempslibre
une petite fille souffle,une bulle de gomme ---,cerisiers en fleurs ,tempslibre
une annonce à la porte ---,nos machines à bronzer,à l'énergie solaire ,tempslibre
samedi de printemps solitaire --,je regarde le graffiti,pour un haïku ,tempslibre
bruine de printemps ---,le bruit de hauts talons,derrière moi ,tempslibre
ciel clair ---,je vois le gratte-ciel de la Citibank,mais où est l'aura ,tempslibre
j'attends qu'un blizzard vienne ---,le barman est à court,de rhum blanc ,tempslibre
elle met du rembourrage,dans son soutien-gorge ---,une demi-lune ,tempslibre
un beau jour sur East River ---,un préservatif usagé,sur un tas de neige sale ,tempslibre
brouillard du matin ---,le nouveau graffiti est,minimaliste ,tempslibre
bruine de fin de nuit ---,elle porte ses affaires,dans une poussette ,tempslibre
le veilleur de nuit,ferme presque ses yeux,lune décroissante ,tempslibre
nuit venteuse ---,un fumeur trouve abri,derrière un camion poubelle ,tempslibre
il commence à neiger ---,le chat veut,du lait chaud ,tempslibre
ciel bleu ---,les gouttes de rosée sur le couvercle,de la poubelle ,tempslibre
ciel bleu ---,un banquier fume,un cigare des USA ,tempslibre
un cafard grimpe au mur ---,Charles Darwin a aujourd'hui,deux cents ans ,tempslibre
janvier s'échauffe ---,ma voisine marche,en sous-vêtements ,tempslibre
coucher de soleil ---,en marchant sur la glace mince,je me souviens d'elle ,tempslibre
l'aube,un arbre de Noël,pointe hors des ordures  ,tempslibre
la récession ---,mon voisin place,un autre verrou à sa porte ,tempslibre
janvier nuageux ---,un sac de plastique blanc,sur un arbre sans feuilles ,tempslibre
nuit froide ---,je demande,si je peux dormir avec elle ,tempslibre
coucher de soleil ---,j'éteins,les lumières de Noël ,tempslibre
prévision de neige ---,le husky de mon voisin,agite sa queue ,tempslibre
neige fraîche ---,le graffiti semble,plus sale ,tempslibre
l'aube ---,la poussière de l'an dernier,sur les décorations de Noël ,tempslibre
première neige ---,la jeune mariée sort,de l'église ,tempslibre
de retour à la maison,j'efface son rouge à lèvres de ma joue ---,une demi-lune ,tempslibre
matin froid ---,un cafard se chauffe,sous ma tasse de café ,tempslibre
premier givre ---,je nourris,le poisson de l'aquarium ,tempslibre
l'aube ---,un ivrogne pisse,sur le journal d'aujourd'hui ,tempslibre
station service --,une auto GM,a besoin d'une poussette ,tempslibre
une ferme fin novembre ---,une dinde a l'air,bien nourrie ,tempslibre
sa robe de nuit d'hiver,s'ouvre soudain ---,croissant de lune ,tempslibre
nuit du samedi --,elle porte ses hauts talons rouges,Noël approche ,tempslibre
la récession ---,le soleil se couche derrière,le building de la Citibank ,tempslibre
ma montre arrêtée ---,je demande à un mendiant,quelle heure il est ,tempslibre
Thanksgiving ---,marcher au delà,des maisons vides ,tempslibre
brouillard du dimanche matin ---,la femme de mon voisin,est nue ,tempslibre
l'aube --,attendre la lumière,à la fin du tunnel ,tempslibre
Jour d'Armistice ---,j'achète,plus d'Euros ,tempslibre
le crissement des feuilles d'automne ---,comme je passe ,devant un magasin de dentiers ,tempslibre
bruine de novembre ---,je coupe,la musique Zen ,tempslibre
fin de l'heure d'été ---,le chat m'éveille,une heure plus tôt ,tempslibre
un chat noir essaie,d'ouvrir un sac poubelle ---,nuit sans lune ,tempslibre
matin froid ---,le bus n'a pas de chauffage,elle tricote un pull ,tempslibre
vent de fin octobre ---,ses cheveux blonds volent,parmi les feuilles ,tempslibre
nuit d'octobre ---,qui se tracasse de la bourse,croissant de lune ,tempslibre
nuit venteuse ---,une sorcière rentre à la maison,Halloween approche ,tempslibre
marchant,sur des feuilles humides d'automne ---,un poster de McCain ,tempslibre
ciel bleu --,plus liquidités,dans les banques ,tempslibre
ciel clair d'octobre ---,l'odeur,de cannelle ,tempslibre
nuit très sèche ---,une demi-lune,se déplace difficilement ,tempslibre
cour d'automne ---,alors que les feuilles tombent,les algues poussent ,tempslibre
coucher de soleil de septembre ---,une feuille morte,à mes pieds ,tempslibre
ciel bleu ---,je l'écoute,me dire un mensonge ,tempslibre
je cours pour acheter,son cadeau d'anniversaire ---,croissant de lune ,tempslibre
averse d'automne ---,je me tiens sous l'auvent,d'une maison à vendre ,tempslibre
brouillard du soir ---,je regrade mon voisin,fumer sa pipe à eau ,tempslibre
le ciel bleu,vire au gris ---,Paul Newman est mort ,tempslibre
Madison Square Park---,pourquoi est-ce que les banquiers,regardent à terre ,tempslibre
Onze septembre ---,je me rappelle de refaire,le verrou de ma porte arrière ,tempslibre
un long week-end ---,j'étais à court,de chocolat ,tempslibre
ciel bleu ---,il n'y a plus de lait,pour les chatons ,tempslibre
chaude nuit d'août ---,elle est debout,regardant par la fenêtre ,tempslibre
aube ---,l'odeur de pastèque,des déchets de la nuit dernière ,tempslibre
petit matin ---,un yogi pisse,dans un verre à boire ,tempslibre
l'aube ---,une enseigne Coca-Cola,s'éteint,tempslibre
ciel bleu d'août ---,un dragon chinois,fumant,tempslibre
orages d'été ---,un surfeur met sa planche,sur sa tête,tempslibre
mon train en retard ---,j'observe un cafard,rentrant à la maison,tempslibre
l'aube ---,une file attend devant,du centre de dialyse,tempslibre
matin ---,l'odeur du café de la maison,du voisin difficile,tempslibre
brume d'été ---,elle porte,un bikini beige,tempslibre
brume du matin ---,elle demande,qui a coupé nos lilas,tempslibre
métro encombré d'été ---,l'odeur,des sardines,tempslibre
elle porte des jeans serrés,et un hijab ---,4 juillet,tempslibre
feux d'artifices du 4 juillet ---,je me tiens près,d'un réfugié iraquien,tempslibre
lever de soleil ---,une femme noire en robe pourpre,me regarde,tempslibre
un homme dans les cris de la plage ---,j'ai besoin d'essence pour rentrer,dernier coucher de soleil de juin,tempslibre
lever de soleil ---,poussière épaisse sur mon exemplaire,du Paradis Perdu,tempslibre
la pluie de juin a cessé --,un ivrogne arrose encore un peu,les lilas,tempslibre
brume du matin ---,un exhibitionniste garde,les rideaux fermés,tempslibre
giboulée soudaine --,son mascara,coule,tempslibre
marée basse ---,elle est au régime,d'algues,tempslibre
Memorial Day ---,j'attends que George Bush,quitte son bureau,tempslibre
le printemps se réchauffe --,des tatouages,pas juste sur les bras,tempslibre
écoutant l'appel du prieur,en passant près de la mosquée --,coucher de soleil de printemps,tempslibre
pluie froide balyée de vent --,un camion fait un arrêt,pour livrer des bouteilles d'eau,tempslibre
le prix du riz,monte ---,je commence à faire des réserves de sake,tempslibre
matin de brouillard ---,elle ôte la poussière,de son portrait,tempslibre
ciel bleu ---,mon voisin me raconte,une autre histoire de gros poisson,tempslibre
Jour des Taxes ---,le soleil brille,sur une maison à vendre,tempslibre
ciel bleu ---,sa fenêtre est toute,embuée,tempslibre
nouveau chauffeur ---,mon bus arrive,à temps,tempslibre
jour de brouillard ---,la suite ,est à présent non disponible,tempslibre
jour de printemps ensoleillé ---,au magasin du coin,des pompiers achètent du charbon de bois,tempslibre
aube ---,un tas de sacs poubelle noirs,attendent l'enlèvement,tempslibre
premier jour de printemps ---,elle ne porte pas,de soutien,tempslibre
pleine lune ---,la barmaid m'mbrasse,sur la joue,tempslibre
neige,à l'aube ---,plus de lait,tempslibre
jour venteux ---,le postier,arrive tôt,tempslibre
tenant les jumelles,dans ses mains --- elle a,plus d'anneaux que Saturne,tempslibre
nuit pluvieuse ---,le clic de hauts talons,derrière moi,tempslibre
pour l'an neuf --,une nonne du temple,lave Bouddha,tempslibre
un site de construction,un jour d'hiver --,du sable dans mes chaussures,tempslibre
seul sur une jetée,il joue du trombonne ---,coucher de soleil d'hiver,tempslibre
ciel bleu ---,des lys blancs pointent,du sac de déchets,tempslibre
lever de soleil ---,nouveaux graffiti,en noir et blanc,tempslibre
jour de l'an ---,il y a du riz,sur le trottoir,tempslibre
vent fort ---,un Père Noël gonflable,décide de voler vers le Nord,tempslibre
restaurant Thai ---,les chants de Noël,seulement dans la cuisine,tempslibre
jour sombre ---,les lumières de Noël,brillent plus fort,tempslibre
brouillard du matin ---,le graffiti,semble imperceptible,tempslibre
marcher dans la première tempête de neige ---,personne,ne se presse,tempslibre
achats de Noël ---,j'ai oublié,sa taille actuelle,tempslibre
mauvaise adresse ---,le portier avec,un diamant à l'oreille,tempslibre
attendant l'aube ---,je mets du lait,dans mon café,tempslibre
elle a une étincelle,dans les yeux ---,je commande plus d'huitres,tempslibre
brume du matin ---,je regarde,la TV haute définition,tempslibre
Thanksgiving ---,un rat attend,l'arrivée des ordures,tempslibre
Black Friday,débute à minuit ---,une longue file pour acheter des bagels,tempslibre
reste de Thanksgiving ---,une lune des moissons,enveloppée de nuages,tempslibre
leçon de géométrie ---,lune de jour,contre une trainée d'avion,tempslibre
Madison Square Park---,le vent froid rend,plus dur la rêverie,tempslibre
il met des diamants,sur les têtes des clous rouillés,le premier givre,tempslibre
jour des Vétérans ---,des types sympas,commencent les guerres,tempslibre
chaleur de fin d'octobre ---,une sorcière,me sourit,tempslibre
nuages sombres au coucher de soleil --,mon voisin,allume sa citrouille,tempslibre
vaccin contre la grippe ---,la dernière fois,ma mère me tenait la main,tempslibre
réserve indienne ---,trop peu de propriétaires,pour une crise des subprimes,tempslibre
coucher de soleil ---,un ballon s'élève,jusqu'à ce qu'il disparaisse,tempslibre
metro encombré ---,il donne à sa petite amie,un long baiser,tempslibre
ciel couvert ---,il distribue des prospectus,pour un salon de bronzage,tempslibre
calme du matin ---,le chat observe,un papillon,tempslibre
coucher de soleil d'octobre ---,je dois aller à la fenêtre de cuisine,pour le voir,tempslibre
soudaine averse d'octobre ---,sa cigarette,devient humide,tempslibre
ciel bleu ---,mon voisin a laissé,la porte de son garage ouverte,tempslibre
vent froid d'octobre ---,sa jupe jaune,remonte,tempslibre
de sortie elle cache,son alliance ---,croissant de lune,tempslibre
crépuscule ---,croissant de lune parmi les nuages noirs,j'allume plus de bougies,tempslibre
une jeune mariée monte,les marches d'une église ---,ciel bleu de septembre,tempslibre
brume du matin ---,son bain à bulles,est prêt,tempslibre
Madison square Park---,je regarde la lune,à travers un orme d'Amérique,tempslibre
jour sec de fin septembre ---,le soleil brille,sur ses taches de rousseur,tempslibre
ciel bleu ---,au dehors de la clinique,une infirmière fait une pause tabac,tempslibre
Jour du Travail ---,un travailleur immigré vend,des drapeaux américains,tempslibre
chaud après-midi ---,elle est perdue dans son livre,moi dans son décolleté,tempslibre
jour chaud de septembre ---,un sans-abri se tient,près du marchand de glaces,tempslibre
un artiste de rue,a déjà fini la ligne d'horizon,brouillard de septembre,tempslibre
coupant le piment,pour la salade ---,une goutte de sang,tempslibre
elle noue ses cheveux gris,en un chignon ---,ciel bleu d'août,tempslibre
en mangeant du poulet --,l'os à voeux si petit,je souhaite du meilleur temps,tempslibre
les restes,d'un ouragan arrivent ---,et sa belle-mère,tempslibre
en dispute avec mon voisin,à travers la cloture ---,un moineau change de côté,tempslibre
happy hour ---,elle dit au barman,qu'elle a perdu son alliance,tempslibre
sombres nuages d'août ---,je cherche Hiroshima,sur la carte,tempslibre
brouillard du matin ---,écouter,une musique minimaliste,tempslibre
brume d'été ---,la plage nudiste,est vide,tempslibre
aube de juillet ---,la jetée est jonchée,de bouteilles de bière,tempslibre
image pour vieux couple,un phare au loin ---,nuit sans lune de juillet,tempslibre
Quatre juillet ---,un autre jour,à Guantanamo,tempslibre
Jour de l'Indépendance --,un immigré clandestin,me sert un repas,tempslibre
les longs jours d'été ---,je commence à lire,Marcel Proust à nouveau,tempslibre
jour chaud ---,elle écrit un haïku,à peine vêtue,tempslibre
brise froide ---,les cigales,chantent plus fort,tempslibre
Solstice d'été ---,un conditionnement d'air goutte,dans mon cou,tempslibre
fin du mois ---,pas de pain laissé,aux moineaux,tempslibre
carnaval d'été ---,une femme toute plate,entre dans la mauvaise toilette,tempslibre
jour gris ---,le facteur me dépasse,"sans ""bonne journée""",tempslibre
tard dans la nuit ---,des lucioles s'élèvent,dans le cimetière,tempslibre
ciel bleu brillant ---,j'ai finalement lavé,mes fenêtres,tempslibre
matin couvert,l'odeur du riz qui cuit ---,été,tempslibre
la saison des ouragans a commencé --,mon voisin achète,une auto hybride,tempslibre
une brise fraîche ---,finalement,elle dit quelque chose,tempslibre
une camionnette de glacier,dans la Cinquième Avenue ---,elle goûte la même chose,tempslibre
j'écoute un sermon,du samedi soir --,pas de mention de l'enfer ,tempslibre
la tour de l'ONU --,toutes les fenêtres,ont la même couleur,tempslibre
Jour du Souvenir --,l'Irak commence,un été brûlant,tempslibre
brume du matin --,elle porte encore,sa nuisette en mousseline,tempslibre
un bébé mouche,n'a pas encore trouvé,la cuisine --- printemps,tempslibre
un clair jour de printemps --,quelques graffiti,paraissent plus grand qu'avant,tempslibre
sombres nuages de printemps --,mon coiffeur demande,si je veux enlever tous les gris,tempslibre
chaude nuit de printemps --,son décolleté brillle,sous un croissant de lune,tempslibre
ciel bleu ---,une femme d'entretien prend,le train du matin pour rentrer,tempslibre
lever de soleil ---,les bourgeons pourpres,dans son jardin plat,tempslibre
jour de printemps froid et sombre ---,un écureuil mort,dans un trou d'arbre,tempslibre
cohue du matin ---,les habituels,chevaliers noirs,tempslibre
averses,sur le Jour des Taxes --,"mais pour moi, pas de remboursements",tempslibre
lourde pluie de printemps ---,dans un bar la bière,coule comme des rivières,tempslibre
pluie du matin --,des parapluies,vont au travail,tempslibre
je porte un masque blanc,à cause de la pollution ---,une lune de jour,tempslibre
Vendredi saint ---,mon vision prie,à la mosquée,tempslibre
jour glauque ---,un aveugle passe à côté,d'un cerisier en fleurs,tempslibre
chaude nuit de printemps,la lune descendante,prend son temps,tempslibre
toute la neige a fondu --,elle porte son,pull angora,tempslibre
début mars --,nouveau graffiti,en forme de tulipe,tempslibre
un film muet ---,l'assistance,ne cesse de parler,tempslibre
cohue du matin --,la lumière,au bout du tunnel,tempslibre
jour brumeux ---,je vais,aux bains turcs,tempslibre
un faucon vole haut ---,le trafic se traine,sur l'autoroute,tempslibre
les Ides de mars ---,un chat a passé outre,neuf chiens,tempslibre
silence du matin --,une corneille a fini,par s'envoler,tempslibre
Mardi Gras ---,un camion de glacier,parqué sur la neige fondante,tempslibre
Mercredi des Cendres ---,pas de file,à la roulotte halal,tempslibre
Elle parle anglais,avec un accent de Provence ---,je commande un verre de rosé,tempslibre
sur une borne d'incendie,je noue mes lacets -- derrière moi,un chien attend son tour,tempslibre
matin d'hiver ---,trop d'hommes ,habillés de gris,tempslibre
nuit froide --- je dépasse la statue,d'un homme portant,un manteau d'hiver,tempslibre
Premier février ---,un rayon de soleil danse,dans son portable,tempslibre
froid extrême ---,les étoiles brillent,plus fort,tempslibre
jour très froid ---,un ours en peluche,reste sous les couvertures,tempslibre
le prix des tortillas,monte ---,passons à l'éthanol,tempslibre
blizzard ---,trop de sucre en poudre,même pour Saint-Valentin,tempslibre
sombre après-midi --,une rousse,me sourit,tempslibre
je grignote,des chips de mais bleus,nuit sans lune,tempslibre
statue d'un général --,un chien le salue,en levant sa patte,tempslibre
froide nuit du samedi --,le barman met du sake,dans mon thé vert,tempslibre
belle aube d'hiver --,je n'ai plus de,thé au jasmin,tempslibre
d'étranges visages sont de sortie,cette nuit du samedi --,la lune,tempslibre
petit matin ---,la poussière d'étoiles de la nuit dernière,est sur les lilas,tempslibre
brume du matin ---,je recompte,combien de Pères Noël,tempslibre
trajet du matin ---,le silence,de la tension de fin d'année,tempslibre
matin couvert --,pas assez de sucre,dans ma crême au riz,tempslibre
rush du matin --,une blonde,sans rouge à lèvres,tempslibre
coucher de soleil d'automne --,un ballon d'anniversaire,s'élève,tempslibre
gare de la Cinquième Avenue --,le bruit de sabots,sur le trottoir,tempslibre
matin gris --,je me renseigne sur un nouveau,salon de bronzage,tempslibre
un barman,a besoin de plus d'olives --,les lumières du pont s'allument,tempslibre
Black Friday --,tant de dindes,à la vente,tempslibre
la moisson est finie,je suspens la faucille --,croissant de lune,tempslibre
matin d'automne --,le graffiti du voisinage,a changé de couleur,tempslibre
enfer ---,un sans-abri,habillé d'un nouveau sac poubelle,tempslibre
jour couvert --,je regarde de vieilles photos,en noir et blanc,tempslibre
mon train du matin,en retard -- une mouette,vole au-dessus des voies,tempslibre
nuit d'automne --,un sans-abri,a une citrouille,tempslibre
elle porte une blouse pourpre,au coucher du soleil ---,je commande un expresso,tempslibre
dernier samedi d'octobre --,perdu une heure,à règler une vieille horloge,tempslibre
confidences ~,l'ombre du parasol,rétrécit  ,tempslibre
chants de noce,à la fenêtre,la lune resplendit ,tempslibre
mon café,déborde du cezve* ~,jour trop long ,tempslibre
lune décroissante ~,quelques pétales au pied,du rosier ,tempslibre
ciel lourd ~,la petite pluie de z'har*,sur le café ,tempslibre
rumeurs d'orage ~,la méchouia* plus piquante,que prévu ,tempslibre
étoiles de l'aube ~,un homme s'attarde devant,le néflier ,tempslibre
heure du s'hour* ~,en lamelles sur la table,le clair de lune ,tempslibre
gâteau d'anniversaire ~,il s'introduit par l'arrière-porte,le muezzin ,tempslibre
rond-point fleuri ~,les gilets fluorescents,des gendarmes ,tempslibre
un petit coup d'œil,au bocal de sucre ~,demi lune ,tempslibre
temps d'aâzara* ~,elle aussi a ses humeurs ,la machine à coudre ,tempslibre
soleil froid ~,une pincée d'écorce d'orange,dans le café ,tempslibre
l'hiver s'approfondit ~,déjà un vieux souvenir,le café tanzanien ,tempslibre
lune du matin ~,la saveur de l'orange,longtemps dans la bouche ,tempslibre
lune froide ~,le lit de la voisine ,plié dans le palier ,tempslibre
lune de l'aube ~,une nappe noire au fond,de la citerne d'huile ,tempslibre
rumeurs de l'aube ~,le chat croque une étoile restée,dans l'assiette ,tempslibre
lune décroissante ~,un petit coup d'œil,à la jauge d'essence ,tempslibre
équinoxe d'automne ~,sur la tasse ébréchée ,ma main tachetée ,tempslibre
quelle fournaise!,les robes entrouvertes,des amandes ,tempslibre
herbe sèche ~,le vieil homme au frais,sous la dalle ,tempslibre
aïd el idhha* ~,le chant furtif,de la cigale ,tempslibre
borj* en ruine ~,des années de pissenlits,sur les toits  ,tempslibre
lune croissante ~,elle agrandit les trous,de son jean ,tempslibre
le papillon,se hâte vers je ne sais où ~,rumeurs d'orage ,tempslibre
chants de l'aube ~,la dernière étoile,dans la boîte à biscuits ,tempslibre
muezzin du iîcha* ~,le clap de fin,du merle  ,tempslibre
troisième café ~,l'hystérie,du merle ,tempslibre
nuages de poussière ~,l'ami lointain annonce,ses métastases ,tempslibre
le doux cliquetis,d'un chapelet* ~,colonne de chars ,tempslibre
pluie de pétales~,là bas des lâchers,de bombes ,tempslibre
sirènes de raids~,les bourgeons d'orangers,résolument fermés ,tempslibre
la lente ébullition,du café dans le cezve*~,lune bombée  ,tempslibre
muezzin retentissant ~,un couvercle,sur le couscoussier ,tempslibre
nouvelles du front ~,j'hésite à ouvrir,une sakasli* ,tempslibre
la dernière bergamote,cachée dans le feuillage ~,lune des Nuits Noires* ,tempslibre
dernières étoiles ~,les graines de grenade,dans le zammit* ,tempslibre
muezzin* du couchant ~,le merle,dans le bougainvillier ,tempslibre
mince croissant de l'aube ~,du carafon d'huile ,les dernières gouttes ,tempslibre
les derniers fêtards,quittent le bar de plage ~,muezzin* de l'aube ,tempslibre
l'escalier à l'aller ,l'ascenseur au retour ~,équinoxe d'automne ,tempslibre
café sucré~,l'étreinte,d'un nouveau jour ,tempslibre
les notes d'un luth,s'élèvent du jardin voisin ~,brise du soir ,tempslibre
couvre-feu ~,un petit vent trahit,une noce ,tempslibre
couvre-feu allégé ~,prolonger encore un peu,la cuisson du pain ,tempslibre
le fracas ,d'un portail à l'aube ~,solstice d'été ,tempslibre
solstice d'été~,flirtant avec les chevilles ,sa robe bleue ,tempslibre
canicule ~,les craquements,d'une pastèque ,tempslibre
panne de réseau ~,l'écran bleu,du ciel ,tempslibre
la fugue du chat -,n'aura duré qu'un quart d'heure ~,mince croissant de lune ,tempslibre
hausse des prix ~,les sorra* foisonnent,sur mon café  ,tempslibre
temps des vaccins~,les abricots piquetés,de rouge ,tempslibre
restrictions assouplies~,une pluie de z'har*,sur le café ,tempslibre
croissant de l'aïd ~,une goutte d'eau de fleurs d'oranger,dans le café ,tempslibre
confinement en vue~,les liserons à l'assaut ,du trottoir ,tempslibre
muezzin du moghreb*~,trois chats têtes,dans les gamelles ,tempslibre
quatre feux,et la machine à pain ~,pluie battante ,tempslibre
matin de ramadan ~,dans toutes les bouches,le dîner ,tempslibre
premiers vaccins~,sortie enfin du placard ,la machine à coudre ,tempslibre
herbe grasse~,les dents aiguisées,d'une pelleteuse ,tempslibre
muezzin de l'aube~,le merle en mode,haut parleur  ,tempslibre
aube froide ~,"coq, muezzin et cafetière",à l'unisson ,tempslibre
long confinement~,la sorra* sur le café,prête à éclater ,tempslibre
un bol de soupe,puis un autre et un autre~,pluie glaciale ,tempslibre
étoiles de l'aube~,ces graines de capucine mises en terre,l'une après l'autre ,tempslibre
étoile du matin~,la tige dressée d'une graine,de capucine ,tempslibre
un bourdon,tombé sur le dos~,premier jour d'hiver ,tempslibre
grand ciel d'automne~,six fenêtres ouvertes,sur mon PC ,tempslibre
pluie diluvienne~,copieuuuuusement le chocolat,sur les choux ,tempslibre
un bout de beurre,dans le ventre de chaque datte~,lumière d'automne ,tempslibre
siège social~,d'ascenseur en ascenseur,la guerre des parfums ,tempslibre
armistice~,le bras replié,d'une pelleteuse ,tempslibre
chaleur d'Octobre~,sur mes lèvres le feu,d'un piment ,tempslibre
brume d'automne~,l'impression qu'il manque quelque chose,dans la liste de courses ,tempslibre
ma vie de retraitée~,la lente ébullition du café,dans le cezve ,tempslibre
aube d'automne~,juste un parfum oublié,dans l'ascenseur ,tempslibre
nouvel attentat~,au fond du jardin les grenades,rougissantes ,tempslibre
nouveau gouvernement~,sur les tomates,la grosse mouche rôde ,tempslibre
de chaque jardin,s'échappe un bruit de sécateur~,fin de l'été ,tempslibre
demi lune~,les deux chattes se disputent,un papillon de nuit ,tempslibre
Café des Délices*~,le rituel thé à la menthe,et la deuxième vague ,tempslibre
soirée sans lune~,la vadrouille,d'un sachet blanc ,tempslibre
jusqu'à la dernière goutte,mon café cezve*~,lune du matin ,tempslibre
retrouvailles~,le jasmin déborde,de la clôture,tempslibre
déconfinement~,le printemps tassé,dans des sacs poubelles,tempslibre
déconfinement~,une armée de mâles autour,de la chatte du coin ,tempslibre
matin de Ramadhan~,sur toutes les lèvres,le dîner ,tempslibre
heure du s'hour~,de tous ses chiens,la rue aboie ,tempslibre
confinement~,du papillon je n'ai vu,que l'ombre ,tempslibre
quarantaine~,la ronde d'inspection,du papillon ,tempslibre
vent frais de Mars~,l'odeur entêtante,de l'asphalte ,tempslibre
oignons de printemps~,le couteau,hésite ,tempslibre
averse de grêle~,trois gouttes d'eau de fleurs d'oranger,dans mon café ,tempslibre
deux soleils,dans le dessin de l'enfant~,les jours rallongent ,tempslibre
thé entre,vieilles copines~,rumeurs de printemps ,tempslibre
premier café~,l'odeur du nouveau,calendrier ,tempslibre
lisant,des haïkus de maîtres~,ciel pur de Janvier ,tempslibre
Dimanche froid~,une escapade dans le vieux,carnet de cuisine ,tempslibre
sortant les poubelles,un soir froid~,étoile éblouissante ,tempslibre
lune d'hiver~,il fut un temps où mes mains,étaient si blanches ,tempslibre
le rythme effréné,du lave-linge~,dernier de l'an ,tempslibre
quelques pièces,manquent encore au puzzle~,dernières heures de l'année ,tempslibre
lune des longues nuits~,insatiable,la chatte blanche ,tempslibre
matin brumeux~,le tonnerre,de deux cafetières ,tempslibre
la goutte d'huile,sur la nappe~,lune croissante ,tempslibre
Novembre finissant~,partie pour durer l'odeur de clémentine,sous mes ongles ,tempslibre
pluie d'automne~,l'odeur de l'aneth,dans le couscoussier ,tempslibre
ciel incertain~ , - le démarrage hésitant - ,du lave-linge ,tempslibre
soir sans lune~,la rondeur parfaite,du pain noir ,tempslibre
marché bondé~,trois grenades planquées,entre les oranges ,tempslibre
chaude journée d'Octobre~,la jupe entrouverte,d'une salade iceberg ,tempslibre
l'odeur,du pain qui lève~,grillons de l'aube ,tempslibre
