line_1,line_2,line_3,source
quelle chaleur !,des cheveux d'une passante,l'odeur de chlore ,tempslibre
abbaye de Cluny -,avec délectation,sa glace framboise ,tempslibre
toute la nuit,dans les yeux d'un loir,mort au petit matin ,tempslibre
confitures de sureau -,dans la pénombre de la cuisine,l'été s'épaissit ,tempslibre
ciel sans nuage,le blanc éblouissant,des charolaises ,tempslibre
14 juillet -,L'interminable défilé,Des fourmis ,tempslibre
à chaque éclair,dans le pré d'en face,les charolaises s'allument ,tempslibre
avant la manif,croquer à pleines dents,dans une fraise rouge ,tempslibre
il n'y a plus d'essence -,oh le parfum,des genêts en fleurs ! ,tempslibre
grésillements -,les cousins et leurs ombres,sur les murs blancs ,tempslibre
il travaille au jardin,les poignets libres,sans rolex ,tempslibre
quinze ans déjà* ...,une autre fleur est tombée,du magnolia blanc ,tempslibre
vieille tuile ~,j'emporte le toit,du cloporte ,tempslibre
bourg isolé -,le rouge si rouge,de ces tulipes ,tempslibre
rossignol -,la maison de retraite,écoute ,tempslibre
siège social,sur les vitres étincelantes,un oiseau se fracasse. ,tempslibre
sous le papier de soie,sa lingerie blanche -,pruniers en fleurs ,tempslibre
lune d'avril -,les cerisiers du Japon,plein phares ,tempslibre
grand soleil -,les moucherons se baignent,dans le vin blanc ,tempslibre
cette nuit debout,les primevères noyées,dans le brouillard ,tempslibre
migrants...,sans arrêt sans arrêt tombent,les fleurs de pruniers ,tempslibre
un nouveau printemps -,la floraison rose,des fumigènes ,tempslibre
pluie de mars,le bruit des feutres,sur le cahier ,tempslibre
prémices du printemps -,un peu d'huile versée,sur les gonds du portail ,tempslibre
l'heure du loup -,les femmes de ménage,s'enfoncent dans la nuit ,tempslibre
temps des jonquilles,dans la rue le son si net,de ses hauts talons ,tempslibre
"il faut, disent ils",libérer la croissance,- je dépaille l'arum ,tempslibre
devant la banque,des grilles et des CRS -,le printemps revient ,tempslibre
la banque,commence à disparaître,~ magnolia en fleurs ,tempslibre
nuit de tempête -,soudain dans le lit,ses petits pieds froids ,tempslibre
pluie d'hiver -,"""trois cuillers à soupe de rhum","sur les bananes"" ",tempslibre
une goutte sur la vitre ...,ma langue tout à l heure,sur sa peau ,tempslibre
neige sur la ville -,l'impression de toujours marcher,à contre-courant  ,tempslibre
pluie verglaçante -,après la dispute,faire le premier pas ,tempslibre
matin glacé -,dans le ventre chaud du bus,jusqu'au bout du monde ,tempslibre
nuit noire -,comme un pain chaud sorti du four,la pleine lune ,tempslibre
brouillard d'hiver -,se chauffer à la voix,de Bessie Smith ,tempslibre
epiphanie -,cloué sur sa croix,un sapin nu ,tempslibre
premier matin de l'an -,le journal de la veille,pour lancer le feu ,tempslibre
dans la soie noire,de sa robe de nuit,l'hiver pointe ,tempslibre
matin d'élection -,les trois coqs du village,s'égosillent ,tempslibre
nuit de brouillard -,les moutons,ne s'en soucient guère ,tempslibre
veille d'élection -,les chasseurs et leurs chiens,quelque part dans les bois ,tempslibre
des feuilles rouges,partout autour de lui,l'homme amoureux ,tempslibre
la source coule ~,nous grignotons,le ragondin et moi ,tempslibre
oublie tout ça ...,regarde ... ton enfant marche,dans la première neige ,tempslibre
neige à la fenêtre,comme la vapeur du thé,son dos nu ,tempslibre
l'hiver,son goût,de pain d'épice ,tempslibre
pluie sur les feuilles ...,je ne sais plus pourquoi au juste,j'étais en colère ,tempslibre
pluie sur l'étang ...,"""Et maintenant, ça va mieux ?""","""Oui. Ca va mieux."" ",tempslibre
nuit d'automne -,le métro fait un bruit,de grillon ,tempslibre
Chemin des Dames -,rampant dans la tranchée,le brouillard ,tempslibre
sur la nuit d'automne,elle tire les nouveaux rideaux -,velours rouge ... ,tempslibre
cent feuilles rouges,tombées sur le sol -,le froid de novembre ,tempslibre
froid sec -,dans la vieille station-essence,l'herbe pousse ,tempslibre
carré de soleil,sur la diagonale,un chat s'étire ,tempslibre
rouges et brillants,parmi les pétales desséchés,ses ongles de pied  ,tempslibre
carcasse de 2CV,maison pour les enfants,et les araignées ,tempslibre
carcasse de DS,dans son oeil une mouche,a bougé ,tempslibre
querelle en voiture -,chacun regarde,un demi-paysage ,tempslibre
lendemain d'orage -,sur les draps mis à sécher,un papillon blanc ,tempslibre
ciel sans nuage,sous ma main la fraîcheur,des azulejos ,tempslibre
jour tranquille,il flotte sur le Tage,une odeur de sardine ,tempslibre
froid mordant -,plus qu'un mince quartier,à la lune d'hiver  ,tempslibre
lune froide -,l'aspirine se dissout,dans la nuit ,tempslibre
dégel -,sur le polder les canards,remplacent les patineurs ,tempslibre
le vent du nord,jusqu'au bout de mes doigts,au fond de mes poches ,tempslibre
vent glacial !,lentement le chocolat chaud,dans mes veines ,tempslibre
crachin -,le plumage rouille,d'un pigeon estropié ,tempslibre
mes lèvres ,ont troublé la femme nue ,du saké  ,tempslibre
marché d'hiver -,toutes les racines,sorties de terre ,tempslibre
à la lueur,du plan de métro,suivre Santoka ,tempslibre
la petite étoile,au-dessus du marché de Noël,qui la remarque ? ,tempslibre
l'hiver approche -,crépitement nocturne,du bain moussant ,tempslibre
pluie d'octobre ...,un peu plus de sucre,dans la pâte à gâteau,tempslibre
vendredi noir -,la lente dégringolade,d'une feuille morte,tempslibre
through a wine glass,the swaying of,feathery grass heads ,tempslibre
dandelions . . .,two drinkers unzip,by the path ,tempslibre
early spring,one morning the clang of,scaffolding poles ,tempslibre
platform 9:,through the glass roof the shapes,of swooping gulls ,tempslibre
left padlocked,under streetlight,orion's bike ,tempslibre
another day,another apple crumble,. . . autumn deepens ,tempslibre
forget-me-nots,our white dog shakes off,pale blue stars ,tempslibre
day break,half a pale blue,egg shell ,tempslibre
how high into,the hillside cemetery,the fog tide rolls ,tempslibre
Mains gelées,la chaleur de la leçon,photocopiée ,tempslibre
Retour de colo,il parle des rouges-gorges,d'une autre voix ,tempslibre
ah ces nuits courtes,à peine le temps de voir,les graines monter,tempslibre
dernier jour de l'année,une feuille au vent sur une très longue,tige,tempslibre
toute une procession,ces funérailles du trente et un,décembre 2004,tempslibre
flocon de neige,"sans une parole, la femme",bâillonnée,tempslibre
l'imprimante crache,le phénix millénaire--,une autre feuille,tempslibre
iris bleu,elle regarde l'aiguille,pénétrer sa chair,tempslibre
Maison abandonnée,le couchat allume,une lampe à pétrole,tempslibre
Matinée grise --,avec une blouse à sequins,convier le soleil ,tempslibre
22h15 --,les dernières lueurs,avant les constellations ,tempslibre
Une fleur de thé,s'ouvre dans la théière -,journée de pluie ,tempslibre
L'été avance -,les quatre branches du vieil arbre,remplies de prunes,tempslibre
Ecouter la pluie,près d'une lampe en papier -,soir de septembre ,tempslibre
par copeaux le beurre,sur la tranche de pain --,première neige ,tempslibre
entamé ce soir,un nouveau stock de bougies --,solstice d'hiver ,tempslibre
Érable flamboyant -,je fais plusieurs fois,le tour du rond-point  ,tempslibre
Lune gibbeuse -,il manque un fragment,à son puzzle ,tempslibre
Lumière de réverbère,le brouillard tout autour,orange et givré ,tempslibre
Première neige -,écrire de la poésie,tard dans la nuit ,tempslibre
Lendemain de fête,dans un coin de la chambre flotte,le parfum de sa robe ,tempslibre
Grisaille de décembre -,j'allume au-dessus de la table,pour écrire des voeux ,tempslibre
Fenêtre ouverte,je respire un reste de pluie -,le rosier est plus rouge,tempslibre
le village abandonné,rien que le sifflement du vent,et pas de vent ,tempslibre
l'unique abricotier,dans le pauvre quartier suffit,pour que le printemps se déclare ,tempslibre
sérieusement,sur la fin du monde,ces trois vieux disputent ,tempslibre
étang boueux,sur leurs bateaux en papier,les enfants des tentes voyagent ,tempslibre
Chemins de traverse,à la fenêtre abandonnée,pousse une violette,tempslibre
Il a oublié,d'effacer les nuages,le laveur de vitres.,tempslibre
Par-dessus le mur,Une branche du rosier blanc,Enlace un poteau,tempslibre
demi de la lune,dans un ciel bleu translucide,marcher les pieds nus ,tempslibre
gronde le tonnerre,aux confins du ciel plombé -,les cris des enfants ,tempslibre
pour la énième fois,histoire de guerre -,au dehors la pluie ,tempslibre
petit déjeuner,les branches déployées,du cerisier,tempslibre
cerises mûres,l'encre de son stylo-plume,sur ses doigts rougis,tempslibre
lune rousse,les jambes des filles,si blanches !,tempslibre
Terrasse d'un soir ~,dernier verre de lune,en tête à tête ,tempslibre
Fukushima , on se souvient , de la grande vague ,tempslibre
l'heure d'été revient ,des 5 à 7 plus longs ,et ensoleillés ,tempslibre
longue file pour l'essence~,dans la buvette du kiosque,pénurie de sucre ,tempslibre
éclaircie ~,au soleil le corps tout nu,de la limace ,tempslibre
terre à l’abandon,au milieu des gravats,l’éblouissement d’une capucine ,tempslibre
s’hour* feutré -,entre bruissements et chuchotis ,le cliquetis des chapelets ,tempslibre
rupture du jeûne ,au chant du muezzin,le clac de la chatière ,tempslibre
goutte à goutte,la maison s’emplit,du parfum de bigaradiers ,tempslibre
fin de saison -,les mamelons tout ridés,de la grappe de raisins ,tempslibre
feuilletant un vieux livre,entre les pages,cet automne là! ,tempslibre
lent jour de jeûne -,étirements du chat ,repu ,tempslibre
côte à côte,sa petite main dans ma poche ~,ciel d'hiver,tempslibre
appel à l'aube,bruissement soyeux,du tapis de prière ,tempslibre
nuit d'automne,sur le plaqueminier,un millier de lunes ,tempslibre
matin d'été_,la brise des dunes,a un goût de figues mûres ,tempslibre
saison de pluie _,elle rentre sous le préau,la corde à linge ,tempslibre
orage pluvieux,dans ma bouche la chaleur,d'un thé épicé ,tempslibre
Nuit froide -,un homme ramène,une poussette vide ,tempslibre
Au clair de la lune,une main blanche,ferme un volet ,tempslibre
Il a plu,père et fils écoutent,la forêt. ,tempslibre
quinzième hiver,mon manteau affalé,sur sa chaise ,tempslibre
Premier décembre,douceur et bruine,sur la zone euro. ,tempslibre
sous son vieux manteau,sa quatrième,grossesse ,tempslibre
Monde impie -,la fillette a lancé,son cri suraigu ,tempslibre
Crise mondiale -,deux vieilles carpes,affleurent.,tempslibre
Lune d'automne,mes pieds sous la table,ont des fourmis ,tempslibre
dos à dos dans le tram-,l'intimité,de son eau de toilette ,tempslibre
"""NON à LA PUB""-",les ronces envahissent,le jardin abandonné ,tempslibre
en nuisette,ouvrant ma fenêtre-,l'érable tout rouge ,tempslibre
au bout du parking,le même manège,où je ne vais plus ,tempslibre
vacances de printemps-,les glycines,font le mur ,tempslibre
de nouvelles pousses,dans l'herbe sèche-,rentrée universitaire ,tempslibre
sur le piège antimites,ses ailes,bougent encore ,tempslibre
Ascension,un busard plane,derrière le tracteur ,tempslibre
hématome,sur mon sein défilent,toutes les couleurs de l'aube ,tempslibre
Mistral de mai,accrochée à la façade,la cigale factice ,tempslibre
pluie grise ,un dernier tour de quartier ,avant le déménagement ,tempslibre
parfum des mimosas ,dans un coffret de savons,la Côte d’Azur ,tempslibre
summer moon,visits the attic and touches,father's journal ,tempslibre
chambre inconnue -,une odeur d'iode apportée,par le vent d'ouest ,tempslibre
"Right, left",The flash of the float plane's light,Rain on the forest ,tempslibre
feelings of joy,float in and out,red seaweed ,tempslibre
a milky sea,mass of logs sit and rest,as an eagle soars ,tempslibre
A wind up frog,hops across the wooden floor,thoughts of haiku ,tempslibre
"Crunch, crunch, crunch",stepping on fallen acorns,this Autumn day ,tempslibre
Crickets in the garden,time passing me by,Mother's ageing hands ,tempslibre
The red breasted bird,outside the cancer clinic ,Spring nest building now ,tempslibre
Morning sunshine bright,chases all worry from cancer,operation success ,tempslibre
Ides of March,her letter to him,pain in his heart,tempslibre
Belated and elated,your gift of a blue candle,for my birthday,tempslibre
First day of autumn,splash of a spawning salmon,another cycle begins,tempslibre
At 12:01,he takes his bath,in last century's water,tempslibre
"Fleur de la mémoire,","Tâche sur un vieux cahier,",D'encre-violette,tempslibre
Vent-,Une dernière danse,pour la bougie solitaire ,tempslibre
Réveillon ,un coup de vent ferme ,la porte entrouverte ,tempslibre
La route !,Ta chaleur épaule,Sur mon épaule ,tempslibre
Éclair -,"Pendant un moment, il a effacé",Toutes les étoiles ,tempslibre
Funérailles -,À côté du corps froid,Un chat au soleil ,tempslibre
Pluie -,Un vieil ami,Il me tape sur l'épaule ,tempslibre
Étoiles éparpillées,Longue,est la nuit des pêcheurs ,tempslibre
Solitude de l'automne-,Seule est la tasse de la veille,Dans l'évier ,tempslibre
Automne -,"Dans les bocaux de confiture, j'ai caché",L'été ,tempslibre
Fin d'été,Le Cri de criquet s'estompe,Dans le brouillard ,tempslibre
un anniversaire de mariage -,Les factures cachent,la photo de mariage ,tempslibre
Croissant de Ramadan,Cette bague est magnifique.,Au petit doigt de la mariée ,tempslibre
nuit sans étoiles ~,dans une boîte à café,une fourmi souffre d'insomnie ,tempslibre
Un café.,Les demandes de vieux amis.,Thé sans sucre ,tempslibre
Champ de camomille,Ne me dis pas que tes penchants,sont politiques,tempslibre
Quel dommage !,À la fête de la moisson,L'épouvantail a disparu. ,tempslibre
Le rang des boutons de ta robe,un arsenal militaire,avec tout son matériel ,tempslibre
Une dure journée,je demande,un café allongé ,tempslibre
Doucement,sur les cendres de l'an passé,les braises de cette année prennent feu ,tempslibre
Le café,toutes les ombres de la nuit,dans une tasse ,tempslibre
Administration publique ~,sous chaque pierre,un groupuscule de scorpions ,tempslibre
Voyage.,À la station-service.,La pluie s'arrête. ,tempslibre
Du brouillard.,Le minaret de la grande mosquée.,Dans le vide. ,tempslibre
La Palestine,J'ai eu mes nattes,près de la radio. ,tempslibre
Attendons un peu.,D'un champ à la menthe.,La nuit viendra. ,tempslibre
Coucher de soleil,Quelque chose du jour,Dans le pot de jasmin ,tempslibre
Un puits commun.,"Ma voisine et moi, on partage.",L'écho. ,tempslibre
Aux fêtes de la moisson.,Personne ne s'en souvient.,L'épouvantail. ,tempslibre
La nuit.,Quelque chose de la journée.,Dans le pot de jasmin. ,tempslibre
Nuit de givre-,dans la grande maison,une seule fenêtre éclairée ,tempslibre
une carotte,tout ce qui reste,du bonhomme de neige ,tempslibre
les chats en chaleur-,un profond soupir,sur un lit froid ,tempslibre
Comme les chauves-souris,"à l'envers,",les chaises du café dorment,tempslibre
De l'été.,Mes poches sont pleines.,Le sable de la plage. ,tempslibre
Depuis l'été dernier,Mes poches remplies,De sable ,tempslibre
J'aurais aimé ce bébé.,Ferme les yeux.,Tu disparais et le monde disparaît. ,tempslibre
Branche cassée.,Fleurs dans un autre endroit.,Maintenant. ,tempslibre
branche fragile,presque cassée,pleine lune ,tempslibre
le vent traverse le jardin ,toutes tes robes sur la corde,sont enceintes ,tempslibre
Une maison désertée,Pour qui mûrissez-vous,Ô grappes de raisin ? ,tempslibre
rouge veinée d'or,mais fanée au premier soir,la fleur d'hibiscus,tempslibre
- rendez-vous -,la peau du coin de l'ongle,rongée jusqu'au sang,tempslibre
près de la digue,un tronc en mouvement,un castor nage,tempslibre
longue route de nuit,tous ces lampadaires allumés,juste pour moi ,tempslibre
rencontre matinale,toutes les forêts du monde,dans les yeux du cerf,tempslibre
route glacée,pour toute chaleur,la voix de Cohen,tempslibre
randonnée matinale,encore un peu de nuit,entre les arbres,tempslibre
Route des Baleines,dans l’eau le dos rond,d’un rocher,tempslibre
une usine,au bord du fleuve,fabrique des nuages,tempslibre
Trois degrés ce soir,je resserre mon écharpe,tu ne viendras plus ,tempslibre
Théière brisée,la mémoire des tanins,rejoint la poubelle ,tempslibre
la lune se cache,la pâte à gaufres en silence,monte dans le bol ,tempslibre
brume de novembre -,dans mon fer le chemin difficile,de la vapeur ,tempslibre
talons aiguilles,sur les trottoirs glacés,son parfum la suit,tempslibre
pluie de février,pourtant au bout de la rue,le rose des prunus ,tempslibre
premier café,mêlée à la mienne,son amertume ,tempslibre
Jardin abandonné,marchant sous la pluie,un parfum de menthe sauvage ,tempslibre
Goût de saké~,dans la brume parfois,le parfum de ma mère ,tempslibre
Jour d'hiver~,mon ami sa prostate,a changé son regard ,tempslibre
Accrochés aux pylônes,la blancheur d'un nuage,dans mon thé,tempslibre
Journée d'automne,diluée par la pluie,l'odeur des marrons chauds ,tempslibre
Matin d'avril~,du champ boueux s'envole,la grâce du héron ,tempslibre
Matin de printemps~,dans les odeurs de lisier,vol d'un papillon ,tempslibre
Fleur de cerisier,la couleur de ses dessous,danse dans le vent ,tempslibre
Brouillard~,lentement traverser,le parfum des prunus ,tempslibre
Nuit d'hiver~,quelque part loin de la boue,un amandier en fleur ,tempslibre
Matin d'hiver~,juste le silence blanc,sous mes pas ,tempslibre
Dans le vieux meuble,peint en vert,le parfum des confitures ,tempslibre
Nuit d'hiver~,entre deux pinces à linge,les étoiles ,tempslibre
Nuit d'hiver~,la soie rouge,raconte son histoire ,tempslibre
Nuit d'hiver~,dans mes songes,des coquelicots ,tempslibre
Sans toi,sous le ciel d'hiver,nos pas perdus ,tempslibre
ménage de printemps,elle ôte de son lit,l’oreiller inutile ,tempslibre
au premier de l'an,les arbres centenaires,tassés dans la brume ,tempslibre
Au deuxième jour -,les résolutions d'hier,avec l'eau du bain ,tempslibre
Le mur érigé -,de la jungle de Calais,plus aucun tam-tam ,tempslibre
Matin tremblant -,les larmes sur la nappe,cachées par le bol,tempslibre
Carrelage humide -,l'homme à genoux,parle au lave-vaisselle  ,tempslibre
assomption ~,pour elle* enfin sa première ,montée de lait ,tempslibre
premier coiffage ~,sur la brosse à cheveux,des longs cheveux d'avant ,tempslibre
Immunothérapie ~,la glycine ré-envahit,le mur du voisin ,tempslibre
temps chaud et humide,— le souvenir de ses mains,triant les lentilles ,tempslibre
sous la frondaison,des étoiles de sureau,— lune gibbeuse ,tempslibre
lune nébuleuse ~,un imprimé d'étoiles ,sur le pyjama en pilou ,tempslibre
potée à feu lent,la lune se rapproche,de la baie vitrée ,tempslibre
ah cet instant,où le jour se fane,— nouvelle lune ,tempslibre
matin de septembre —,jusque dans la chair,un goût d'humus ,tempslibre
demi-lune d'Août,le dernier quartier de melon,déchaîne les mouchettes ,tempslibre
fin d'été...,déjà le soleil se lève,après moi ,tempslibre
temps à l'orage ~,par à coup les effluves,du sureau ,tempslibre
de la terre monte,une odeur de foin chaud,— transat en solitaire ,tempslibre
il choisit,de mourir dignement,— la glycine bleue de froid ,tempslibre
nuit de printemps —,le givre a la fixité ,des étoiles ,tempslibre
lune croissante —,sous son vieux peignoir en soie,ses seins plus lourds ,tempslibre
une année de plus...,et des années de livres,sur les étagères ,tempslibre
journée de glace...,cette hâte d'allumer,la lampe ,tempslibre
nuit de givre —,elle me raconte,sa première fois ,tempslibre
au fond de la malle,son vieux pinceau à poudrer,— matin de givre ,tempslibre
dans la pénombre,le goutte à goutte du café,— première neige ,tempslibre
un dernier sursaut,de la flamme de la bougie,— il neige à nouveau ,tempslibre
ciel de glace —,au linge elle ajoute une dose,de blanc nucléaire ,tempslibre
matin d'usine —,les ombres sur le chemin,s'allongent ,tempslibre
jour amer ...,cannelle girofle et muscade,relèvent les chicons ,tempslibre
courants d’air,ses joues rougies,par le saké chaud ,tempslibre
le nez dans le bol,les vapeurs embuent mes verres,— nuit froide ,tempslibre
crise budgétaire,battements d'ailes du papillon,jusqu'au soleil levant ,tempslibre
journée torride,à même la peau légère,la robe en lin ,tempslibre
bouche gourmande...,qui se souvient que la cerise,a été une fleur? ,tempslibre
chaleur écrasante —,dans des rumeurs de taffetas,les caresses éventées ,tempslibre
saison des pluies,— à défaut j'éclaire,la bibliothèque ,tempslibre
émigrées —,la diversité prend forme,dans le potager ,tempslibre
bourrasques glacées --,le fossoyeur creuse une tombe,au marteau-piqueur ,tempslibre
lit défait,un sourire sur le bord,de la flûte vide,tempslibre
Chambre anonyme,ombre éclaboussant de gris,la femme sans nom,tempslibre
Miel et café ~,odeur corsée imprégnant,les draps froissés,tempslibre
Vagues sur la plage,bruit des galets roulant,sous notre étreinte,tempslibre
soir de pandémie,des éclats d’info,à chaque fenêtre ,tempslibre
maison de la veuve,la famille revend,tous les miroirs ,tempslibre
Dossiers persos,Le hacker a tout pris,Sauf la lune à l’écran ,tempslibre
EHPAD,les photos passent,de mains en mains ,tempslibre
confinement,rien d’autre à faire que d’observer,l’oiseau en cage ,tempslibre
printemps interdit,je cherche à la fenêtre,un air oublié ,tempslibre
ma maison d’enfance,par un carreau entrevoir,l’obscurité ,tempslibre
lune de la Saint-Jean,sa danse endiablée,à la surface du vin ,tempslibre
bal des pompiers,elle a ressorti sa robe,d’avant les enfants ,tempslibre
Robinet gelé !,Une chaussette égarée,En guise de moufle,tempslibre
nouvelle adresse –,un peu partout l’odeur,du locataire précédent ,tempslibre
pleine lune –,le ventre de ma fille,s’arrondit ,tempslibre
Piétinement,au pied du mur blanc,l’ombre d’un magnolia ,tempslibre
Déshabillée,elle parfume mes poignets,la mandarine ,tempslibre
Blanche,comme un linceul,la piste noire ,tempslibre
au couchant d'automne,sa chevelure si rousse?,plus qu'un souvenir ,tempslibre
Kukaï de Paris -,entre deux fenêtres,deux pendules arrêtées ,tempslibre
12 novembre -,le devoir de mémoire,dans le brouillard,tempslibre
Sur les fenêtres,rallumer les bougies,de janvier ,tempslibre
cave inondée-,assis devant sa porte,sa vie défile ,tempslibre
équipe de nuit,échardes incandescentes,la meule sur le rail,tempslibre
dehors passe un train,"de wagons jaunes, dans le bar",soudain tout s'éclaire.,tempslibre
chemises à repasser,"montagne de coton, soupir",bruit de vapeur,tempslibre
parc désert,tapis de feuilles jaunes,qu'un chat roux foule,tempslibre
nouveau matin Parkinsonien,au jardin s'entrecroisent,les papillons ,tempslibre
désir nocturne,éclair sec le ver luisant,allume la combe ,tempslibre
café noir ...,j'éteins les lumières,de la nuit ,tempslibre
pluie incessante ...,elle fait,du bleu avec son pinceau ,tempslibre
chemin de banlieue,ce matin la folle-avoine,dans le haïku ,tempslibre
plus de chien,ah elle me manque,la dernière pisse aux étoiles ,tempslibre
brouillard givrant ,une passante et son chien ,le temps d'un soupir ,tempslibre
lune froide,mon ombre pisse,aussi ,tempslibre
aube gelée ...,je m'invente,une glace à la vanille ,tempslibre
nuages de chaleur ...,la falaise,fume des pétards  ,tempslibre
les amis partis-,un dernier verre de vin ,sous la voie lactée ,tempslibre
sous fond d'orage,le bleu d'une perruche,libre ,tempslibre
chaleur moite-,dans le potager l'éclat,d'une luciole ,tempslibre
pot de confiture -,sur ses lèvres les couleurs,de l'été ,tempslibre
nouvel attentat ~,en chemin les enfants traquent,les fraises des bois ,tempslibre
sommet de Chartreuse ~,mon ombre,arrive avant moi ,tempslibre
cumulonimbus ~,des graines de pissenlit,traversent le ciel ,tempslibre
nocturne -,loin de la foule noyé,d'étoiles ,tempslibre
neige à la fenêtre,l'odeur du thé vert réchauffe,le petit jour ,tempslibre
"Parvis d'église,",l'œil mort du mendiant,couleur de lune ,tempslibre
"Nuit noire,",les asters mauves,pour voie lactée ,tempslibre
Les miches chaudes,"de la boulangère à 7h00,",quelle chaleur ! ,tempslibre
Avant le silence,"de la nuit,",les fleurs de fuchsia ,tempslibre
"Fraises du jardin,",le ciel bleu sur les trois ans,de ma petite fille ,tempslibre
"Le chien errant,",ses yeux,couleur de pluie ,tempslibre
"Pluie de l'aube,",les herbes sauvages,couchées ,tempslibre
Touillant le café,avec ma vieille cuillère ~,un nouveau jour ,tempslibre
"Vent doux,",pisser à l'ombre,d'une étoile filante ,tempslibre
"Café fumant,",au loin des salers ruminent,la brume de l'aube ,tempslibre
"Sous l'orage qui gronde,",l'éclair des fleurs,du sureau ,tempslibre
aube de pluie --,la blancheur du merisier,habille le sol ,tempslibre
"Ascension,",le soleil,dans mon café noir ,tempslibre
"Café serré,",sur la colline la brume,efface la biche ,tempslibre
"Le soir tombe,",il faut du temps pour,voir les fleurs ,tempslibre
Le vieux frêne brille,"comme un sapin de noël,",nuit froide d'avril ,tempslibre
"Pluie de pétales,",de la falaise l'écho,d'un hélicoptère ,tempslibre
"Abandonné,",il cherche la voie lactée,le rosier grimpant,tempslibre
"Café noir,",la beauté fêlée,du vieux bol ,tempslibre
"Qi gong,",lentement il fait tomber,la neige du ciel ,tempslibre
L'envol d'un rapace ~,au loin le son des canons,déclencheurs d'avalanches  ,tempslibre
"Nuit de gel,",la douceur du navet long,dans le pot-au-feu  ,tempslibre
Vent violent -,au coeur de l'hiver le goût,des patates douces  ,tempslibre
L'automne est parti,cette nuit et ce matin,l'été d'une mangue ,tempslibre
Brume vespérale ~,les arbres et moi perdons pieds,le temps d'un regard,tempslibre
nuit de gel ~,ma dernière salade au frais,dans le frigidaire ,tempslibre
Les épluchures,retombent sur le journal,Sarkozy à la une,tempslibre
Le vieux presse-purée,Dans le journal humide,visage froissé,tempslibre
Maison de pierre,Piano et contrebasse,Au vent des vignes,tempslibre
à Gaza,la fumée des chars,dans l'autre sens ,tempslibre
Gaza,avec les roquettes,on fabrique des poêles à frire ,tempslibre
16 août 44,l'ecorce des arbres,se souvient,tempslibre
mort du peintre,un mois après l'encre séchée,au fond de la pierre ,tempslibre
jour de Pâques,ils surveillent leurs oeufs,les deux pigeons ,tempslibre
déjeuner sur la terrasse,ses jambes décroisées,rayon de soleil,tempslibre
nuit d'hiver,des braseros sous le pont,ombres dressées,tempslibre
marbres éblouissants,grincements des robinets,temps de la Toussaint,tempslibre
la nuit qui fraîchit,le buste de l'astronome,manteau sur le dos,tempslibre
équinoxe de mars,la lune au-dessus du toit,est coupée en deux,tempslibre
jour d'été,deux ânes suivent leur ombre,sur la route,tempslibre
vent de sable,les dunes disparaissent,une odeur de thé,tempslibre
Tourbillons de neige,des fleurs blanches,dans le magnolia,tempslibre
tempête en mer,hurlements de haubans,cartes sur la table,tempslibre
confidences ~,l'ombre du parasol,rétrécit  ,tempslibre
chants de noce,à la fenêtre,la lune resplendit ,tempslibre
mon café,déborde du cezve* ~,jour trop long ,tempslibre
lune décroissante ~,quelques pétales au pied,du rosier ,tempslibre
ciel lourd ~,la petite pluie de z'har*,sur le café ,tempslibre
rumeurs d'orage ~,la méchouia* plus piquante,que prévu ,tempslibre
étoiles de l'aube ~,un homme s'attarde devant,le néflier ,tempslibre
heure du s'hour* ~,en lamelles sur la table,le clair de lune ,tempslibre
gâteau d'anniversaire ~,il s'introduit par l'arrière-porte,le muezzin ,tempslibre
rond-point fleuri ~,les gilets fluorescents,des gendarmes ,tempslibre
un petit coup d'œil,au bocal de sucre ~,demi lune ,tempslibre
temps d'aâzara* ~,elle aussi a ses humeurs ,la machine à coudre ,tempslibre
soleil froid ~,une pincée d'écorce d'orange,dans le café ,tempslibre
l'hiver s'approfondit ~,déjà un vieux souvenir,le café tanzanien ,tempslibre
lune du matin ~,la saveur de l'orange,longtemps dans la bouche ,tempslibre
lune froide ~,le lit de la voisine ,plié dans le palier ,tempslibre
lune de l'aube ~,une nappe noire au fond,de la citerne d'huile ,tempslibre
rumeurs de l'aube ~,le chat croque une étoile restée,dans l'assiette ,tempslibre
lune décroissante ~,un petit coup d'œil,à la jauge d'essence ,tempslibre
équinoxe d'automne ~,sur la tasse ébréchée ,ma main tachetée ,tempslibre
quelle fournaise!,les robes entrouvertes,des amandes ,tempslibre
herbe sèche ~,le vieil homme au frais,sous la dalle ,tempslibre
aïd el idhha* ~,le chant furtif,de la cigale ,tempslibre
borj* en ruine ~,des années de pissenlits,sur les toits  ,tempslibre
lune croissante ~,elle agrandit les trous,de son jean ,tempslibre
l'escargot,au fin fond de la salade ~,sirocco ,tempslibre
le papillon,se hâte vers je ne sais où ~,rumeurs d'orage ,tempslibre
chants de l'aube ~,la dernière étoile,dans la boîte à biscuits ,tempslibre
muezzin du iîcha* ~,le clap de fin,du merle  ,tempslibre
troisième café ~,l'hystérie,du merle ,tempslibre
nuages de poussière ~,l'ami lointain annonce,ses métastases ,tempslibre
le doux cliquetis,d'un chapelet* ~,colonne de chars ,tempslibre
pluie de pétales~,là bas des lâchers,de bombes ,tempslibre
sirènes de raids~,les bourgeons d'orangers,résolument fermés ,tempslibre
la lente ébullition,du café dans le cezve*~,lune bombée  ,tempslibre
